0.31,13.41,43.75,1.99,1,5921
0.39,13.41,34.28,1.99,1,5924
0.36,13.41,37.63,2.00,1,5927
0.34,12.68,37.16,2.00,1,5930
0.34,12.42,36.65,2.00,1,5934
0.39,13.33,34.08,2.00,1,5940
0.39,13.33,34.52,2.01,1,5943
0.33,12.49,37.42,2.00,1,5946
0.37,12.30,33.37,2.00,1,5950
0.39,13.25,33.89,2.00,1,5953
0.39,13.25,34.10,2.01,1,5956
0.39,13.25,34.10,2.01,1,5959
0.31,12.26,39.07,2.00,1,5963
0.38,13.18,34.80,1.98,1,5966
0.38,12.87,34.00,1.97,1,5969
0.39,13.18,33.69,1.97,1,5972
0.39,13.18,33.69,1.97,1,5975
0.34,11.92,34.93,1.96,1,5979
0.24,12.23,51.12,1.97,1,5982
0.00,0.15,inf,1.96,1,5985
0.04,0.76,16.99,1.96,1,5988
0.00,0.00,nan,1.95,1,5991
0.00,0.00,nan,1.95,1,5994
0.01,0.53,42.81,1.95,1,5997
0.05,0.84,17.70,1.92,1,6003
0.06,2.09,35.04,1.91,1,6006
0.00,0.00,nan,1.92,1,6009
0.00,0.27,inf,1.92,1,6012
0.05,0.80,15.29,1.91,1,6015
0.00,1.49,inf,1.91,1,6018
0.00,0.00,nan,1.92,1,6021
0.03,0.69,21.17,1.92,1,6024
0.01,0.00,0.00,1.94,1,6027
0.08,1.14,13.49,1.94,1,6030
0.05,0.91,17.47,1.94,1,6037
0.00,0.00,nan,1.95,1,6039
0.00,0.00,nan,1.96,1,6042
0.01,0.00,0.00,1.96,1,6045
0.00,0.00,nan,1.97,1,6048
0.01,0.00,0.00,1.97,1,6051
0.00,0.15,inf,1.93,1,6054
0.38,13.03,33.95,1.94,1,6057
0.37,12.87,34.68,1.94,1,6061
0.39,13.44,34.37,1.97,1,6064
0.39,13.44,34.37,1.98,1,6067
0.34,13.41,39.57,1.98,1,6070
0.35,13.22,38.17,1.98,1,6074
0.37,12.91,35.02,1.99,1,6077
0.39,13.41,34.28,1.99,1,6080
0.39,13.33,34.30,2.00,1,6086
0.35,12.61,36.41,1.97,1,6090
0.33,7.73,23.51,1.97,1,6093
0.32,12.38,38.82,1.97,1,6096
0.34,12.87,37.72,1.98,1,6099
0.39,12.91,33.22,1.93,1,6103
0.37,13.14,35.40,1.93,1,6106
0.39,13.25,33.89,1.93,1,6109
0.37,13.14,35.64,1.93,1,6112
0.34,12.34,35.89,1.89,1,6115
0.38,12.83,33.45,1.93,1,6119
0.39,13.18,33.69,1.92,1,6122
0.39,13.14,33.59,1.92,1,6125
0.02,0.00,0.00,1.92,1,6128
0.08,1.14,13.49,1.91,1,6131
0.00,0.00,nan,1.91,1,6134
0.00,0.00,nan,1.91,1,6137
0.01,0.61,48.92,1.87,1,6140
0.00,0.00,nan,1.86,1,6146
0.00,0.00,nan,1.86,1,6149
0.00,0.84,336.34,1.83,1,6152
0.00,4.84,inf,1.83,1,6155
0.04,0.72,16.14,1.83,1,6158
0.00,0.00,nan,1.83,1,6161
0.00,0.00,nan,1.87,1,6164
0.04,0.38,9.56,1.87,1,6167
0.00,0.00,nan,1.87,1,6170
0.00,0.04,inf,1.91,1,6176
0.02,0.00,0.00,1.91,1,6179
0.00,0.69,inf,1.91,1,6182
0.02,0.00,0.00,1.91,1,6185
0.05,1.03,21.73,1.91,1,6188
0.04,2.63,58.60,1.92,1,6191
0.00,0.00,nan,1.92,1,6194
0.37,12.53,34.22,1.92,1,6197
0.39,13.44,34.37,1.96,1,6201
0.39,13.44,34.37,1.97,1,6204
0.34,12.80,37.49,1.97,1,6207
0.33,12.45,38.16,1.97,1,6210
0.39,13.25,33.89,2.01,1,6213
0.39,12.15,31.26,2.01,1,6217
0.39,13.41,34.50,2.02,1,6220
0.34,12.76,37.38,2.02,1,6223
0.38,9.98,26.35,1.97,1,6230
0.35,12.68,36.11,1.97,1,6233
0.36,12.64,35.00,1.97,1,6236
0.39,13.29,34.20,1.94,1,6239
0.39,13.25,33.89,1.94,1,6242
0.39,13.25,34.32,1.94,1,6246
0.35,12.64,36.00,1.94,1,6249
0.35,12.49,35.56,1.94,1,6252
