0.39,12.87,33.12,2.01,1,8919
0.39,13.25,33.89,2.01,1,8922
0.35,13.14,37.67,2.01,1,8929
0.35,12.61,35.64,2.00,1,8932
0.38,12.72,33.37,2.00,1,8935
0.00,0.00,nan,2.00,1,8938
0.03,1.26,45.86,1.99,1,8941
0.05,3.31,66.50,1.98,1,8944
0.13,0.00,0.00,1.99,1,8947
0.07,0.00,0.00,1.99,1,8950
0.05,0.80,15.29,1.98,1,8953
0.00,0.00,nan,1.99,1,8956
0.00,0.00,nan,1.98,1,8959
0.02,0.69,30.58,1.98,1,8962
0.00,0.00,nan,1.99,1,8968
0.00,0.00,nan,1.99,1,8971
0.05,0.80,16.05,1.98,1,8974
0.00,0.00,nan,1.98,1,8977
0.00,0.00,nan,1.99,1,8980
0.12,0.88,7.18,1.98,1,8983
0.00,0.00,nan,1.99,1,8986
0.03,0.65,18.56,1.98,1,8989
0.08,0.00,0.00,1.99,1,8992
0.00,0.00,nan,1.99,1,8998
0.00,0.00,nan,2.00,1,9001
0.01,0.50,49.69,2.00,1,9004
0.09,1.49,16.11,2.01,1,9007
0.39,13.48,34.69,2.01,1,9011
0.35,13.52,39.04,2.02,1,9014
0.32,12.57,38.81,1.97,1,9017
0.26,12.95,49.98,1.97,1,9020
0.39,13.48,34.47,1.97,1,9024
0.39,13.48,34.47,1.98,1,9027
0.35,13.41,37.90,1.98,1,9030
0.50,12.61,25.43,1.98,1,9033
0.35,12.19,34.94,1.98,1,9036
0.39,13.41,34.28,1.98,1,9040
0.39,13.10,33.50,1.99,1,9043
0.25,13.37,54.20,1.99,1,9046
0.33,12.53,37.54,1.98,1,9049
0.34,12.19,35.97,1.98,1,9053
0.39,13.29,33.98,1.98,1,9056
0.39,13.25,33.89,1.98,1,9059
0.39,13.25,34.10,1.98,1,9062
0.34,12.49,36.87,1.97,1,9065
0.33,12.26,37.58,1.97,1,9069
0.39,13.18,33.69,1.96,1,9072
0.39,13.18,33.69,1.95,1,9078
0.06,0.84,13.45,2.00,1,9081
0.00,0.00,nan,2.00,1,9084
0.00,0.00,nan,2.00,1,9087
0.03,0.69,19.66,1.99,1,9090
0.07,0.00,0.00,1.99,1,9093
0.07,0.95,14.16,1.99,1,9097
0.00,0.00,nan,2.00,1,9099
0.00,0.00,nan,1.99,1,9102
0.02,5.03,201.80,1.99,1,9106
0.00,0.00,nan,1.99,1,9112
0.00,0.00,nan,2.00,1,9114
0.06,4.88,75.26,1.99,1,9118
0.14,0.00,0.00,1.99,1,9121
0.02,0.00,0.00,1.99,1,9124
0.06,1.22,21.27,1.99,1,9127
0.04,0.76,16.99,2.00,1,9130
0.00,0.00,nan,2.00,1,9133
0.00,0.00,nan,2.00,1,9136
0.00,0.69,inf,1.95,1,9142
0.02,0.00,0.00,1.95,1,9145
0.05,1.07,21.40,1.95,1,9148
0.34,13.48,39.22,1.96,1,9151
0.35,12.91,36.76,1.96,1,9154
0.31,13.10,41.74,1.96,1,9157
0.39,13.48,34.47,1.97,1,9161
0.39,13.44,34.37,1.97,1,9164
0.35,8.42,24.13,1.98,1,9167
0.30,13.44,44.60,1.98,1,9170
0.38,13.41,34.94,1.98,1,9173
0.34,13.18,38.61,1.98,1,9177
0.36,6.51,17.91,1.98,1,9180
0.33,12.64,37.88,1.99,1,9183
0.33,12.11,37.11,1.98,1,9186
0.39,13.22,33.79,1.98,1,9189
0.39,13.29,34.20,1.98,1,9193
0.39,13.29,33.98,1.98,1,9196
0.34,13.22,38.72,1.98,1,9199
0.33,12.34,37.81,1.98,1,9202
0.38,12.49,32.56,2.02,1,9206
0.39,13.22,33.79,2.02,1,9209
0.39,13.22,33.79,2.02,1,9212
0.35,13.18,38.06,2.02,1,9215
0.29,12.38,42.47,2.02,1,9218
0.04,0.72,16.14,2.00,1,9225
0.00,0.00,nan,2.00,1,9228
0.00,0.00,nan,2.00,1,9231
0.00,0.30,inf,1.99,1,9233
0.06,0.00,0.00,1.98,1,9236
0.07,1.29,18.56,1.94,1,9240
0.00,1.79,inf,1.95,1,9242
0.00,0.00,nan,1.95,1,9245
0.02,0.65,32.49,1.95,1,9248
