0.05,0.00,0.00,1.98,1,1917
0.00,0.00,nan,1.98,1,1923
0.00,0.00,nan,1.97,1,1926
0.01,0.11,9.17,1.98,1,1929
0.00,0.00,nan,1.98,1,1932
0.04,0.15,3.40,1.98,1,1935
0.00,0.00,nan,1.98,1,1938
0.02,0.00,0.00,1.98,1,1941
0.00,0.15,inf,1.94,1,1944
0.01,0.91,73.38,1.94,1,1950
0.04,0.72,16.14,1.94,1,1953
0.00,0.00,nan,1.94,1,1956
0.09,0.00,0.00,1.94,1,1959
0.00,0.00,nan,1.95,1,1962
0.00,0.00,nan,1.95,1,1965
0.05,0.91,19.31,1.96,1,1968
0.00,0.00,nan,1.96,1,1971
0.39,13.48,34.92,1.97,1,1974
0.39,13.48,34.47,1.97,1,1977
0.35,13.33,37.95,1.97,1,1980
0.34,12.83,37.33,1.97,1,1984
0.38,13.03,33.95,1.97,1,1987
0.39,13.44,34.37,1.97,1,1990
0.39,13.18,33.69,1.97,1,1993
0.35,12.83,36.54,1.97,1,2000
0.38,12.87,34.22,1.97,1,2003
0.39,13.37,34.18,2.02,1,2006
0.39,13.33,34.30,2.02,1,2009
0.36,13.33,37.42,2.03,1,2013
0.35,12.72,36.21,2.02,1,2016
0.37,12.68,34.40,2.02,1,2019
0.39,13.25,33.89,2.02,1,2022
0.39,13.25,33.89,2.02,1,2025
0.36,13.22,37.10,2.01,1,2029
0.35,7.27,20.86,2.01,1,2032
0.39,13.18,33.91,2.01,1,2035
0.34,12.45,36.23,2.01,1,2038
0.36,12.57,35.04,1.98,1,2041
0.16,0.50,3.01,1.98,1,2045
0.00,0.00,nan,1.98,1,2047
0.00,0.42,168.17,1.98,1,2051
0.00,0.00,nan,1.98,1,2054
0.07,1.29,18.56,1.97,1,2057
0.05,0.88,18.51,1.97,1,2063
0.07,0.00,0.00,1.97,1,2066
0.05,0.76,14.56,1.96,1,2069
0.00,0.00,nan,1.96,1,2072
0.00,0.00,nan,1.96,1,2075
0.03,0.69,25.02,1.96,1,2078
0.09,4.84,53.93,1.97,1,2081
0.13,0.00,0.00,1.97,1,2084
0.06,0.00,0.00,1.97,1,2087
0.00,0.00,nan,1.97,1,2093
0.11,0.00,0.00,1.97,1,2096
0.00,0.00,nan,1.98,1,2099
0.00,0.00,nan,2.00,1,2102
0.03,0.72,20.75,2.01,1,2105
0.08,0.00,0.00,2.01,1,2108
0.06,0.91,15.29,2.01,1,2111
0.39,13.48,34.92,2.01,1,2114
0.35,12.19,34.94,2.01,1,2117
0.39,12.87,33.34,2.01,1,2121
0.39,13.29,33.98,2.02,1,2124
0.39,13.44,34.37,2.02,1,2127
0.39,13.18,33.69,2.02,1,2130
0.48,12.83,26.97,2.03,1,2134
0.35,12.83,36.80,2.02,1,2137
0.39,13.10,33.50,2.03,1,2140
0.39,13.37,34.18,2.03,1,2143
0.39,13.37,34.18,2.03,1,2146
0.35,12.87,36.65,2.03,1,2150
0.39,12.87,33.12,2.02,1,2156
0.39,13.29,33.98,2.02,1,2159
0.39,13.25,33.89,2.02,1,2163
0.35,12.80,36.43,2.02,1,2166
0.34,12.53,36.45,2.01,1,2169
0.38,12.61,32.86,2.01,1,2172
0.39,13.18,33.69,2.01,1,2176
0.39,13.18,33.69,2.00,1,2179
0.32,13.03,40.85,2.00,1,2182
0.06,0.88,13.52,2.00,1,2185
0.00,0.00,nan,2.00,1,2188
0.00,0.00,nan,1.99,1,2191
0.01,0.53,53.51,1.99,1,2194
0.01,0.00,0.00,1.99,1,2197
0.07,1.33,19.82,1.98,1,2200
0.05,0.00,0.00,1.98,1,2203
0.00,0.30,inf,1.97,1,2209
0.06,0.84,14.01,1.97,1,2212
0.00,0.00,nan,1.97,1,2215
0.00,0.00,nan,1.97,1,2218
0.09,0.69,7.24,1.97,1,2221
0.00,0.00,nan,1.97,1,2224
0.05,0.69,14.48,1.97,1,2227
0.01,0.00,0.00,1.97,1,2230
0.07,1.37,19.66,1.97,1,2233
0.00,0.00,nan,1.98,1,2239
0.05,0.69,13.76,1.97,1,2242
0.05,0.76,15.29,1.98,1,2245
0.00,0.00,nan,1.99,1,2248
