0.37,12.99,34.99,2.00,1,7917
0.39,13.41,34.28,2.00,1,7924
0.39,13.37,34.40,2.00,1,7927
0.34,12.61,36.94,2.00,1,7930
0.37,12.83,34.81,1.99,1,7933
0.39,13.33,34.08,1.99,1,7936
0.39,13.29,33.98,1.99,1,7940
0.24,3.10,33.93,1.99,1,7946
0.36,12.49,34.82,1.98,1,7949
0.39,11.88,30.38,1.98,1,7953
0.00,0.00,nan,1.98,1,7955
0.00,0.11,inf,1.97,1,7958
0.07,1.07,14.76,1.97,1,7962
0.00,0.00,nan,2.01,1,7964
0.12,0.00,0.00,2.00,1,7967
0.00,0.00,nan,2.00,1,7973
0.03,0.69,19.66,2.00,1,7976
0.03,0.00,0.00,2.00,1,7979
0.06,0.95,15.29,1.99,1,7983
0.00,0.00,nan,1.99,1,7985
0.00,0.00,nan,1.99,1,7988
0.01,0.61,40.77,1.99,1,7991
0.03,1.22,40.77,1.99,1,7995
0.00,0.00,nan,1.99,1,7997
0.00,0.00,nan,1.99,1,8000
0.00,0.00,nan,2.00,1,8006
0.00,0.00,nan,2.01,1,8009
0.01,0.53,53.51,2.01,1,8013
0.09,1.26,13.64,2.01,1,8016
0.00,0.00,nan,2.02,1,8018
0.00,0.00,nan,2.03,1,8021
0.33,6.97,20.88,2.03,1,8024
0.39,13.56,34.89,2.03,1,8028
0.34,12.72,37.00,2.03,1,8031
0.36,13.03,35.81,2.03,1,8034
0.39,13.56,34.67,2.04,1,8037
0.39,13.52,34.57,2.04,1,8041
0.39,13.52,34.79,2.04,1,8044
0.38,12.95,33.75,2.04,1,8047
0.35,12.68,36.36,2.04,1,8050
0.39,13.41,34.28,2.05,1,8054
0.39,13.41,34.28,2.05,1,8060
0.33,11.58,35.48,2.05,1,8063
0.48,11.96,25.13,2.04,1,8066
0.39,13.33,34.08,2.04,1,8070
0.39,13.33,34.08,2.04,1,8073
0.39,12.53,32.04,2.04,1,8076
0.52,12.64,24.29,2.04,1,8079
0.34,12.57,36.56,2.03,1,8083
0.39,12.91,33.01,2.02,1,8086
0.39,11.84,30.28,2.02,1,8089
0.39,13.22,33.79,2.02,1,8092
0.05,0.00,0.00,2.02,1,8095
0.05,0.57,10.42,2.01,1,8098
0.06,0.00,0.00,2.01,1,8101
0.16,0.69,4.37,2.01,1,8104
0.00,0.46,inf,2.00,1,8107
0.05,0.72,15.29,2.00,1,8110
0.00,0.00,nan,2.00,1,8116
0.02,1.10,63.34,1.99,1,8119
0.05,0.00,0.00,1.99,1,8122
0.04,0.65,14.44,1.98,1,8126
0.18,0.00,0.00,1.99,1,8129
0.04,0.72,16.14,1.98,1,8132
0.00,0.00,nan,1.98,1,8135
0.00,0.00,nan,1.98,1,8137
0.36,0.91,2.55,1.98,1,8141
0.00,0.00,nan,2.00,1,8146
0.06,0.00,0.00,2.00,1,8149
0.05,1.26,24.02,1.99,1,8152
0.00,0.00,nan,2.00,1,8155
0.00,0.00,nan,2.00,1,8158
0.03,0.69,25.02,2.00,1,8161
0.38,13.52,35.24,2.01,1,8165
0.35,12.80,36.69,2.01,1,8168
0.39,13.18,33.91,2.01,1,8171
0.39,13.48,34.69,2.02,1,8174
0.39,13.48,34.47,2.02,1,8177
0.32,13.44,41.51,2.03,1,8181
0.38,12.61,33.51,2.03,1,8184
0.39,13.33,34.52,2.04,1,8187
0.31,13.44,43.88,2.04,1,8190
0.39,13.41,34.50,2.04,1,8194
0.35,13.41,38.44,2.04,1,8197
0.34,6.97,20.57,2.04,1,8200
0.35,12.72,35.96,2.04,1,8206
0.36,12.80,35.67,2.04,1,8210
0.39,10.40,26.58,2.03,1,8213
0.39,13.25,34.32,2.03,1,8216
0.39,13.25,33.89,2.03,1,8219
0.39,13.06,33.61,2.03,1,8223
0.35,12.45,35.97,2.03,1,8226
0.39,13.03,33.30,2.02,1,8229
0.39,13.18,33.69,2.02,1,8232
0.00,0.00,nan,2.02,1,8235
0.00,0.00,nan,2.02,1,8238
0.08,0.91,11.47,2.01,1,8241
0.05,0.91,17.47,2.00,1,8244
0.00,0.00,nan,2.01,1,8247
0.00,0.11,inf,2.00,1,8250
