0.06,0.00,0.00,1.99,1,4919
0.00,0.00,nan,2.00,1,4925
0.39,13.44,34.82,2.01,1,4928
0.39,13.44,34.37,2.01,1,4931
0.34,13.37,38.88,2.01,1,4935
0.34,6.36,18.91,2.02,1,4938
0.38,13.41,34.94,2.03,1,4941
0.35,12.87,36.65,2.02,1,4944
0.36,12.83,35.78,2.02,1,4947
0.39,11.77,30.28,2.02,1,4951
0.39,13.37,34.40,2.02,1,4954
0.39,13.33,34.30,2.02,1,4957
0.35,12.72,36.21,2.02,1,4960
0.32,7.58,23.77,2.02,1,4963
0.39,13.29,34.20,2.02,1,4967
0.35,12.53,35.93,2.01,1,4970
0.38,12.83,33.90,2.01,1,4973
0.39,13.25,33.89,2.01,1,4976
0.39,13.22,33.79,2.01,1,4980
0.36,13.22,37.10,2.01,1,4983
0.34,12.80,38.05,2.0,1,4989
0.39,13.18,33.69,2.00,1,4993
0.39,13.14,33.81,1.99,1,4996
0.00,1.10,inf,1.99,1,4999
0.00,0.00,nan,1.99,1,5005
0.00,0.00,nan,1.99,1,5007
0.01,1.03,82.56,1.99,1,5011
0.02,1.79,71.85,1.99,1,5014
0.00,0.00,nan,1.98,1,5017
0.00,0.00,nan,1.98,1,5020
0.06,0.84,14.01,1.99,1,5023
0.00,0.00,nan,1.99,1,5026
0.00,0.00,nan,1.99,1,5028
0.04,0.72,16.14,1.99,1,5035
0.00,1.45,inf,1.99,1,5038
0.00,0.00,nan,1.99,1,5041
0.01,1.10,73.89,1.99,1,5044
0.04,0.00,0.00,1.99,1,5047
0.05,6.25,119.39,1.99,1,5050
0.05,0.53,11.26,1.99,1,5053
0.07,0.99,13.71,1.99,1,5056
0.00,0.00,nan,2.00,1,5059
0.00,0.00,nan,2.00,1,5062
0.00,0.00,nan,2.00,1,5068
0.39,13.10,33.93,2.01,1,5071
0.39,12.07,30.87,2.01,1,5074
0.32,12.91,39.87,2.01,1,5078
0.36,12.91,35.99,2.01,1,5081
0.39,13.10,33.71,2.01,1,5084
0.39,12.15,31.26,2.01,1,5087
0.39,13.41,34.28,2.01,1,5091
0.32,13.29,41.36,2.02,1,5094
0.37,12.49,33.65,2.02,1,5097
0.39,13.33,34.30,2.01,1,5100
0.39,13.33,34.08,2.02,1,5103
0.39,13.33,34.08,2.02,1,5107
0.35,13.29,37.57,2.02,1,5110
0.35,12.64,36.25,2.02,1,5113
0.38,12.80,33.79,2.02,1,5116
0.39,13.25,33.89,2.02,1,5120
0.39,13.22,33.79,2.02,1,5123
0.25,13.22,53.59,2.02,1,5126
0.36,13.10,36.27,2.02,1,5129
0.37,12.53,33.98,2.01,1,5133
0.39,12.95,33.32,2.01,1,5136
0.31,13.14,42.88,2.00,1,5139
0.00,0.00,nan,2.00,1,5142
0.00,0.34,inf,2.00,1,5148
0.06,0.91,14.68,2.00,1,5151
0.00,0.00,nan,1.99,1,5154
0.00,0.00,nan,1.99,1,5157
0.03,0.72,22.34,1.99,1,5160
0.06,0.00,0.00,1.99,1,5163
0.04,0.69,16.19,1.99,1,5166
0.00,0.00,nan,1.99,1,5169
0.00,0.00,nan,1.99,1,5172
0.00,0.00,nan,1.98,1,5178
0.02,0.00,0.00,1.99,1,5181
0.00,0.00,nan,1.99,1,5184
0.08,8.49,100.27,1.98,1,5187
0.00,0.53,inf,1.98,1,5190
0.00,0.15,inf,1.98,1,5193
0.00,0.00,nan,1.98,1,5196
0.00,0.00,nan,1.98,1,5199
0.00,0.00,nan,1.99,1,5205
0.06,1.26,20.18,1.99,1,5208
0.39,13.44,34.82,2.00,1,5211
0.35,12.91,36.50,2.00,1,5214
0.37,12.95,34.65,2.00,1,5217
0.39,13.41,34.50,2.00,1,5221
0.39,13.41,34.28,2.01,1,5224
0.34,13.41,39.57,2.01,1,5227
0.32,12.45,38.46,2.01,1,5230
0.34,12.34,35.89,2.01,1,5233
0.39,13.37,34.18,2.01,1,5237
0.39,13.33,34.08,2.01,1,5240
0.39,13.33,34.52,2.01,1,5243
0.35,12.64,36.25,1.97,1,5246
0.21,12.64,59.02,1.97,1,5250
0.39,13.25,33.89,1.98,1,5253
